,Topic,Count,TopicLabel,WordScore,Sentiment
43,42,37,42_federal stimulus_stimulus package_dontlookaway covid19_included federal,"[('federal stimulus', 0.05632904541571542), ('stimulus package', 0.05564400158442929), ('dontlookaway covid19', 0.05478510830272251), ('included federal', 0.05478510830272251), ('covid19 testing treatment', 0.05478510830272251), ('act ensure', 0.05478510830272251), ('federal stimulus package', 0.05478510830272251), ('act ensure us', 0.05478510830272251), ('workers essential support', 0.05478510830272251), ('us including', 0.05478510830272251)]",positive
44,43,37,43_rva_weve awarded_turning point_turning,"[('rva', 0.017694564662470953), ('weve awarded', 0.01634332048851291), ('turning point', 0.01602493945864175), ('turning', 0.014008096641672666), ('awarded', 0.01129722284934962), ('point', 0.011015165546941263), ('healthy homes program', 0.01041057653094146), ('program covid19 crisis', 0.01041057653094146), ('harp jenningscindy covid19', 0.01041057653094146), ('harp jenningscindy', 0.01041057653094146)]",positive
45,44,36,44_stay_healthy_granted_2020 taught,"[('stay', 0.020750673612054363), ('healthy', 0.01874257492940019), ('granted', 0.01825521537264447), ('2020 taught', 0.017433129664803582), ('complete', 0.016667574650198434), ('stay healthy', 0.016044625524595308), ('stay safe', 0.015570785657517528), ('step stay', 0.014840242372749335), ('stayhome staysafehelpothers washyourhands', 0.014840242372749335), ('easy step stay', 0.014840242372749335)]",positive
46,45,35,45_bike_bikes_bicycle_helmet,"[('bike', 0.035325866985087724), ('bikes', 0.03266123237760004), ('bicycle', 0.01859224916679087), ('helmet', 0.01859224916679087), ('ride', 0.016970186844877243), ('helmet light', 0.015108756486880183), ('giveathomemn', 0.015108756486880183), ('free bikes', 0.015108756486880183), ('lock', 0.014018329289310237), ('light amp', 0.012501403616653554)]",positive
47,46,33,46_gift_form charitable donation_serve future_communities serve future,"[('gift', 0.02509815719459811), ('form charitable donation', 0.012768527625556409), ('serve future', 0.012768527625556409), ('communities serve future', 0.012768527625556409), ('sincerely grateful thankyou', 0.012768527625556409), ('care communities serve', 0.012768527625556409), ('exceptional care communities', 0.012768527625556409), ('workers dedication exceptional', 0.012768527625556409), ('workers dedication', 0.012768527625556409), ('form charitable', 0.012768527625556409)]",positive
48,47,33,47_health amp suicide_amp suicide_veterans mental_veterans mental health,"[('health amp suicide', 0.06614444750356163), ('amp suicide', 0.06526981899717159), ('veterans mental', 0.06466823011494478), ('veterans mental health', 0.06466823011494478), ('mental health amp', 0.05789682436413416), ('run', 0.05458616797295217), ('suicide', 0.05454738443520595), ('run today', 0.04922868318282012), ('health amp', 0.03942283666193532), ('pace', 0.03855362570558761)]",positive
49,48,33,48_world commitment dedication_praying family safe_working hard frontline_combat deadly covid19,"[('world commitment dedication', 0.07563539120003655), ('praying family safe', 0.07563539120003655), ('working hard frontline', 0.07563539120003655), ('combat deadly covid19', 0.07563539120003655), ('combat deadly', 0.07563539120003655), ('cant easy praying', 0.07563539120003655), ('around world commitment', 0.07563539120003655), ('amp sacrifice combat', 0.07563539120003655), ('easy praying family', 0.07563539120003655), ('want thank personnel', 0.07563539120003655)]",positive
50,49,33,49_5ry_wow get 5ry_get 5ry_wow get,"[('5ry', 0.19472252721351344), ('wow get 5ry', 0.19472252721351344), ('get 5ry', 0.19472252721351344), ('wow get', 0.19472252721351344), ('yes', 0.13797776021079827), ('thanks jules', 0.1373180575854314), ('thanks jules wow', 0.1373180575854314), ('true thanks', 0.1373180575854314), ('jules wow get', 0.1373180575854314), ('true thanks jules', 0.1373180575854314)]",positive
51,50,33,50_sanitizer_hand_hand sanitizer_bottles,"[('sanitizer', 0.056058995995097886), ('hand', 0.05305943682543755), ('hand sanitizer', 0.052646833101732085), ('bottles', 0.024292023594946876), ('spray', 0.015371693894220969), ('locations grateful', 0.013085410792905983), ('generous gift help', 0.013085410792905983), ('200 spray', 0.013085410792905983), ('today nearly impossible', 0.013085410792905983), ('abc ambulance', 0.013085410792905983)]",positive
52,51,33,51_toy_toys_toy drive_drive,"[('toy', 0.036167539515433306), ('toys', 0.02891324014003147), ('toy drive', 0.020609602027467887), ('drive', 0.013636277954608344), ('toy donations', 0.009629135961107808), ('kids', 0.009295193660990473), ('donations', 0.009044606868575111), ('children', 0.008561137810152091), ('gift', 0.008067264812549392), ('teens', 0.0078477095678507)]",positive
